First Name,Last Name,Age,Sex
Nancy,Fobes,67,LGBT
Michael,Mccrae,48,LGBT
Georgia,Spotted,26,F
Verna,Mocher,11,LGBT
Joanne,Dodson,7,LGBT
Lucinda,Brimer,67,LGBT
Lance,Carey,61,F
Deborah,Edelstein,41,M
Herman,Wagaman,38,Not Defined
Edward,Thompson,51,M
Lucille,Mann,69,F
Mark,Nieman,4,LGBT
Dale,Vankeuren,46,Not Defined
Carl,Wakefield,68,LGBT
William,Ojeda,22,LGBT
Eldon,Peck,57,Not Defined
Vera,Petrucci,62,LGBT
Clifford,Pearcy,23,F
Norma,Jamison,57,LGBT
Elizabeth,Cortez,35,M
Karen,Stickel,14,M
Breanna,Tedder,53,M
Antonio,Council,2,M
Jimmie,Frick,21,M
Ray,Hamm,50,F
Kenneth,Reihl,36,LGBT
Stanley,Mckeehan,45,F
Russell,Laman,3,LGBT
Debra,Becker,12,LGBT
James,Cody,101,F
Kevin,Brody,64,LGBT
Bambi,Harris,44,Not Defined
Kathy,Allen,77,Not Defined
Donna,Biggerstaff,56,F
Mary,Roth,46,M
Mark,Criger,35,M
Robert,Rodriguez,29,M
Wilburn,Smith,25,M
Maxie,Walton,62,F
Celine,Castrellon,51,F
Tiffany,Lowry,51,LGBT
Mary,Dimock,61,F
Wade,Leary,21,LGBT
Kristen,Hunter,67,F
Nina,Lenigan,27,F
Mary,Mcgrath,194,M
Rebecca,Watts,48,F
Geraldine,Paige,53,M
Karen,Boyer,23,LGBT
Beth,Matthews,58,M
Richard,Tovar,11,LGBT
Robert,Ross,55,M
Leroy,Stahl,182,LGBT
Emily,Hutchens,54,F
Amy,Huseby,68,F
Clyde,Martinez,20,M
Russell,Garner,30,F
Mattie,Grey,36,M
Jessica,Ball,34,F
Violeta,Welch,30,LGBT
Tara,Young,194,Not Defined
Cleo,Clark,98,LGBT
Jerry,Bryan,43,LGBT
Bryan,Margolis,60,F
Anna,Manning,56,F
John,Morris,27,F
Caroline,Ramirez,46,M
Billy,Duran,15,LGBT
Kathryn,Garza,2,M
Paula,Reynolds,36,Not Defined
Tara,Ramos,40,F
Nicolas,Hansen,45,F
Sarah,Burnett,7,M
Preston,Bollinger,22,M
Pamela,Helms,50,F
Lynn,Fugate,178,F
Linda,Scovil,61,F
Krystal,Keller,53,LGBT
William,Price,41,F
Al,Sandoval,18,F
Mildred,Ball,39,M
Stephen,Cohen,26,LGBT
Harold,Lomanto,128,M
Wayne,Dressler,61,Not Defined
Stephen,Hanson,137,M
Shannon,Harris,45,F
Miriam,Arnold,33,M
Crystal,Weaver,66,F
John,James,24,LGBT
Louise,Whitaker,16,LGBT
Jewell,Daniel,52,M
Justin,Morris,43,LGBT
Amy,Jarvis,64,M
Richard,Crowe,19,M
Sharon,Guerra,66,Not Defined
Sharon,Gilbert,61,F
Cynthia,Beach,145,M
Cornelius,Baldwin,59,M
Justin,Hanke,27,M
Eleanor,Brafman,6,LGBT
Estella,Goff,27,Not Defined
Terry,Greenan,125,LGBT
Glen,Myers,11,F
Blake,Adkinson,44,LGBT
Perry,Rousseau,20,M
Thomas,Hummingbird,30,M
Adrienne,Robson,46,Not Defined
Mary,Olson,54,Not Defined
Kevin,Espinal,25,Not Defined
Cindy,Read,20,M
Deborah,Roberts,70,LGBT
Robert,Boesen,1,F
Albert,Broussard,5,M
Collin,Aguirre,22,M
Vera,Walker,51,M
Emma,Phothirath,1,LGBT
Michael,Schwalbe,1,M
Christie,Trafton,55,LGBT
Scottie,Barcus,36,LGBT
Shane,Gonzalez,36,LGBT
Linda,Allred,31,Not Defined
Bobby,Rosario,15,M
Brian,Wallace,41,M
Stephanie,Ward,170,LGBT
Brandon,Edwards,48,Not Defined
Geraldine,Shelton,190,M
Rona,Harris,40,F
Leonard,Angle,152,LGBT
Nicholas,Lozano,61,LGBT
Toby,Sakamoto,51,M
Kimberly,Ponce,63,LGBT
Lori,White,22,F
Edward,Fruge,179,LGBT
David,Lindsey,44,LGBT
Brian,Spencer,115,LGBT
Kyle,Lilly,17,F
Sonny,Pippen,4,LGBT
William,Baumgarter,49,LGBT
Charles,Colbert,68,M
Francisco,Tyson,52,M
Deborah,Hendley,162,LGBT
Kerry,Bueter,142,Not Defined
James,Sheridan,68,LGBT
Wanda,Valenza,62,LGBT
Amy,Austin,9,F
Luis,Leal,59,Not Defined
Chris,Hendrie,133,M
Dave,Thompson,34,M
Amanda,Aldridge,14,LGBT
Christina,Tunstall,110,F
William,Ahlman,40,M
Eric,Mcknight,83,Not Defined
Juan,Merkle,149,LGBT
Jonathon,Murdock,18,LGBT
Bruce,Federico,1,F
Willie,Barnes,22,LGBT
Mary,Peterkin,30,M
Jennifer,Gagnon,32,LGBT
Mary,Thayer,69,F
Nadia,Martinez,34,M
Mary,Evan,47,F
Joshua,Clark,61,M
Selina,Rivers,9,F
Errol,Martin,37,M
Dean,White,31,M
Charlotte,Larson,173,Not Defined
John,Lewis,8,M
Hilda,Myers,55,M
Steven,Espy,18,LGBT
Joseph,Tinsley,56,LGBT
Brandon,Correa,45,M
Nathan,Bielinski,27,F
Edith,Ray,55,LGBT
Earl,Long,53,M
Julie,Griffith,30,M
James,Dong,61,Not Defined
Michael,Smith,50,F
John,Rivera,34,M
Tessa,Parker,26,F
Howard,Baker,44,Not Defined
Gail,Rudd,28,F
Ruth,Barnes,64,M
Robbie,White,70,F
Samantha,Waring,56,F
Brian,Lusk,66,F
Roger,Turner,18,M
Kenneth,Decarlo,25,M
Sammie,Turley,36,Not Defined
Rodney,Caudel,104,F
Paul,Puccio,29,Not Defined
Kimberly,Matier,45,LGBT
Benjamin,Hanus,30,LGBT
Wendy,Brown,55,LGBT
Francesco,Wagner,50,F
Houston,Miley,100,LGBT
Miguel,Hansen,67,LGBT
Shirley,Poe,68,M
Lance,Silva,8,Not Defined
Mary,Joyner,17,M
John,Dorsey,134,Not Defined
Julie,Page,46,F
Russell,Engelhart,25,LGBT
Doris,Henry,17,F
Donny,Swing,49,M
Willis,Sutton,73,F
Man,Borghese,69,M
James,Rawlings,6,M
Howard,Kim,27,F
Richard,Tilly,69,F
Jacob,Potts,37,F
Kathryn,Lassiter,155,F
Seth,Domingues,69,LGBT
Regan,Araujo,17,F
Edward,Charriez,40,F
Kati,Howard,20,LGBT
David,Johnson,82,LGBT
Rachel,Santiago,40,F
Dale,Curci,33,F
Rosalie,Bray,30,M
Ronald,Brown,39,LGBT
Donald,Lockwood,24,M
Charity,Greiner,70,F
Brandon,Phillip,40,LGBT
Sara,Young,48,LGBT
Dale,Darby,56,F
Letha,Rodgers,25,F
Ruth,Davis,38,F
Corey,Grice,37,M
Manuel,Mitchelle,177,F
Roderick,Mosely,37,F
Sadie,Halloran,1,M
Leroy,Teas,25,LGBT
Mitchell,Culbertson,29,LGBT
Mark,Colon,59,M
Edgar,Thompson,10,F
Renee,Dickerson,30,F
Alvin,Gilbreth,18,M
Joan,Stout,13,M
Gregory,Cashman,38,F
Kayla,Rodriguez,37,F
Joseph,Carver,18,LGBT
Dorothy,Lamb,54,F
Doris,Cantor,43,M
Natasha,Collins,16,LGBT
Gregory,Mullett,50,Not Defined
Mary,Rudd,58,F
Richard,Grand,47,F
Mary,Cook,135,F
Denver,Battles,67,M
Edgar,Farris,45,M
Mildred,Balboa,48,F
Diana,Hernandez,36,M
Dorothy,Grieb,29,M
Rose,Twitty,69,F
Kimberly,Clark,12,F
Margaret,Thompson,61,F
Elizabeth,Soileau,53,M
Susana,Ruiz,3,F
James,Coronado,47,M
William,Moreland,195,F
Robyn,Shell,29,LGBT
Fern,Willis,24,M
Noel,Storm,70,M
Nancy,Barrett,60,LGBT
Carol,Oswald,175,F
Anna,Daniels,38,M
Leah,Saez,8,Not Defined
Patricia,Johnson,50,Not Defined
Frank,Waskin,52,M
Karen,Butz,5,LGBT
William,Pratt,15,M
Ernesto,Villalpando,53,Not Defined
Darwin,Colten,57,Not Defined
Deborah,Trudeau,38,F
Anna,Moran,42,F
Jessica,Craft,38,M
Tommy,Sande,70,LGBT
Donald,Grubbs,41,LGBT
Krystal,Reed,33,F
Bradley,Jackson,25,F
Cindy,Kendrick,52,M
Sharon,Patterson,57,M
Alfred,Ray,151,Not Defined
Francis,Lopez,58,Not Defined
Rachael,Coates,65,Not Defined
Jennifer,Shivers,195,LGBT
Carol,Ramirez,9,M
Marvin,Lopez,25,F
Tara,Ferguson,35,M
Nick,Mckinney,25,M
Brandy,Torris,25,Not Defined
Ernest,Meyers,53,F
Robert,Quinn,52,F
David,Proctor,57,LGBT
Troy,Kozlowski,48,Not Defined
Charles,Meeks,42,LGBT
Elizabeth,Price,50,LGBT
Katherine,Miller,55,Not Defined
Janet,Milton,150,F
Roy,Gonzales,31,Not Defined
Nancy,Kettner,62,M
Paul,Roberts,49,LGBT
Luis,Kincade,10,LGBT
Carol,Edgerson,65,LGBT
Robert,Pullen,57,Not Defined
Deborah,Bernardi,21,LGBT
Kenneth,Toppin,65,F
Jason,Briz,1,M
Philip,Bailey,18,M
Gary,Seaton,78,F
Robert,Emery,66,Not Defined
Nancy,Hartnett,35,Not Defined
Joseph,Contreras,42,Not Defined
Danny,Fairbanks,16,M
Betty,Haynes,181,Not Defined
Michael,Murray,48,LGBT
James,Trotter,68,Not Defined
Karen,Hawkins,47,M
Daniel,Rohe,27,LGBT
Rebecca,Lewis,56,M
Luz,Cheek,32,M
Chester,Pearce,8,M
Wilbert,Lang,63,M
Ron,Huslander,29,M
Alex,Lundborg,97,LGBT
Sonia,Verrett,37,Not Defined
Melissa,Sol,16,F
Anna,Smith,47,M
Thomas,Monroe,38,F
Cecil,Deveau,58,Not Defined
Marie,Herrera,59,F
Eleanor,Lair,24,F
Pat,Mann,61,F
Kimberly,Zappulla,35,F
Elsie,Knight,19,LGBT
Larry,Holahan,95,M
Edward,Robinson,44,LGBT
Francisco,Lawson,48,M
Michael,Williams,62,Not Defined
Benjamin,Johnson,15,M
Nathan,Engstrom,50,LGBT
Tamara,Miller,51,F
Joe,Kelley,54,M
Janice,Heintz,187,Not Defined
Kenneth,Butler,30,LGBT
Daniel,Burkitt,53,F
Santiago,Lewis,68,M
Casey,Munoz,32,M
Vickie,Enriguez,38,F
Jeffrey,Brooks,39,LGBT
Sara,Tapia,61,LGBT
Robert,Sixon,64,LGBT
Vance,Dixon,60,M
Dana,Harris,64,F
Melanie,Mullen,23,LGBT
Hugh,Mather,4,F
Vernon,Sizemore,69,LGBT
Laura,Duke,20,M
Florence,Hendry,26,F
Catherine,Smith,31,M
Marian,Ward,80,LGBT
Hope,Murray,25,M
Shaina,Nash,62,M
Beverly,Martinez,56,F
Thomas,Bradford,54,F
Lena,Stegall,54,M
Molly,Hazen,11,LGBT
Inez,Sigg,62,F
Florrie,Hager,25,M
Eva,Silva,40,LGBT
Kenneth,Peavler,70,F
Vivian,Banks,23,LGBT
Gayle,Beitel,9,LGBT
Eddie,Mack,198,Not Defined
Miguel,Austin,51,M
Mariam,Shroyer,1,M
Deandre,Reid,31,F
Mary,Alloway,19,M
Harry,Zafar,56,F
Lacy,Espenshade,45,LGBT
Ronny,Dunn,44,F
Deborah,Smith,105,M
Phyllis,Ng,51,M
Nathan,Berry,43,F
Diane,Ramos,52,LGBT
Dionne,Mcnutt,23,LGBT
Mario,Place,11,LGBT
Raymond,Debaecke,7,Not Defined
Kim,Sanges,5,Not Defined
Martin,Bussey,68,M
Anna,Chrisman,51,F
Barry,Cumings,18,M
Donald,Poole,23,F
Lorrie,Yamada,49,M
Robin,Roberge,56,LGBT
Francis,Foster,49,LGBT
Misti,Duarte,40,F
Bennie,Cox,48,M
Joyce,Johnson,57,F
George,Stump,45,F
Karina,Moore,179,F
Rose,Copeland,62,Not Defined
Sharell,Gundersen,44,LGBT
Sabrina,Davis,49,LGBT
Christina,Sample,63,LGBT
Alan,Headrick,112,M
Gerard,Gonzalez,28,M
Brenda,Rodriquez,155,F
John,Thompson,57,LGBT
Rhonda,Mezzatesta,58,F
Elaine,Gomes,65,M
Patricia,Perez,1,LGBT
Helen,Oakley,67,F
Anthony,Quinn,34,F
Naomi,Webb,31,F
Jacqueline,Mortimer,60,Not Defined
Mary,Tedrick,20,F
James,Wolfe,20,M
Jason,Sharpe,21,LGBT
Jack,Dean,50,M
Nancy,Hogue,58,LGBT
Jack,Lail,24,M
Kenneth,Ford,52,LGBT
Ryan,Jorgenson,86,M
Tamika,Castellanos,49,LGBT
Raymond,Ferris,52,F
Thomas,Strohmeyer,90,F
Allen,Leyva,36,F
Jean,Strain,139,LGBT
Cassandra,Gibson,149,M
Dianna,Woods,38,LGBT
Jeanette,Bassett,75,LGBT
Brandon,Matos,50,M
Ted,Scarberry,65,M
Alice,Owens,51,M
Michael,Korn,40,F
Ella,Meyer,29,LGBT
John,Chang,33,LGBT
Jose,Brewer,39,LGBT
Margaret,Graham,113,LGBT
Denis,Shell,37,M
Jack,Hill,4,Not Defined
Ruth,Gambone,21,M
Kerri,Stiggers,49,LGBT
Josh,Hawkins,190,M
Kenneth,Frias,40,LGBT
Paul,Kirkpatrick,35,F
Jason,Roby,12,LGBT
Clayton,Jackson,182,F
Jewell,Higgins,22,F
Ruth,Aviles,23,M
Ernestine,Scuderi,56,F
Domenica,Smith,25,LGBT
Henry,Snow,69,F
Gloria,Fitzwater,66,M
Tania,Montgomery,66,Not Defined
John,Nielsen,56,LGBT
Candida,Williams,27,F
Freda,Cunningham,9,LGBT
Roy,Dallas,24,F
Robert,Wilkins,75,LGBT
Derrick,Mata,35,LGBT
Mary,Coates,63,M
Deborah,Fields,51,F
Shelia,Harley,38,Not Defined
Grace,Allen,46,M
Carolyn,Stickel,59,M
Rogelio,Rodriguez,6,F
Robert,Eaton,36,F
Hildegard,Cross,26,Not Defined
Dallas,Witt,152,LGBT
Silas,Coker,113,F
Estelle,Fitch,63,M
Enrique,Cazares,50,LGBT
William,Tamayo,47,LGBT
Mark,Ferreira,2,M
Mary,Lancaster,37,LGBT
Qiana,Coker,68,Not Defined
Lola,Bryant,42,M
Janice,Wold,168,F
John,Orahood,61,F
Alexander,Pittman,58,Not Defined
Douglas,Childers,27,LGBT
John,Stricklin,54,F
Marilyn,Hill,31,F
Jeffrey,Bouchard,57,M
Wilda,Bryson,95,F
Brandon,Durnin,5,F
John,Jackson,58,LGBT
Robert,Vereen,4,F
Adelina,Smith,17,LGBT
Elda,Haas,28,M
Elizabeth,Granger,49,F
Diana,Massey,32,LGBT
Jessica,Gomez,54,LGBT
Richard,Johnson,60,F
Anita,Viera,107,Not Defined
Marie,Brooks,38,F
Donna,Garrison,84,LGBT
Marshall,Potter,67,Not Defined
Larry,Ewing,168,LGBT
Kristin,Floyd,28,Not Defined
Joann,Spiro,36,LGBT
Tara,Johnson,52,Not Defined
Doris,Narain,41,M
Rhoda,Holmquist,7,LGBT
Amber,Diaz,17,LGBT
Craig,Dickenson,36,M
Nell,Darr,32,LGBT
Leanna,Koontz,14,LGBT
Rebecca,Johnson,88,Not Defined
Samuel,Nadeau,22,LGBT
William,Bryant,19,M
Joseph,Shomo,197,LGBT
Lucy,Boyd,75,Not Defined
Clara,Harris,144,M
Paul,Cross,67,M
Eileen,Shumay,33,LGBT
Lillian,Swaine,40,Not Defined
Phillip,Adams,51,F
Martin,Perez,44,LGBT
Adrienne,Esparza,70,LGBT
Lawrence,Orange,69,LGBT
Jose,Carbone,158,M
Michelle,Myers,27,F
Manuel,Williams,23,M
Eric,Young,52,M
Judith,Adams,12,LGBT
Robert,Polich,57,Not Defined
Charles,Mcdaniel,41,M
Howard,Pritchard,182,M
Gladys,Skinner,84,M
Gary,Hall,39,M
Stephen,Carter,55,F
David,Robinson,23,F
Ruth,Vanriper,61,LGBT
Veronica,Eunice,1,Not Defined
Michael,Thomas,68,M
Benjamin,Tretheway,54,LGBT
Debbie,Taylor,19,LGBT
Charles,Carrillo,32,M
Margaret,Diaz,70,F
Gordon,Turner,31,M
Mary,Lingle,70,M
Samantha,Torry,1,M
Scott,Hoyle,52,LGBT
Angela,Dominguez,36,LGBT
Patrick,Ferguson,38,M
Kimberly,Frazier,24,M
Milton,Iacobelli,68,LGBT
Franklin,Slater,46,LGBT
Madie,Dierks,33,LGBT
Clara,Nosek,22,F
Jerry,Spencer,41,F
Rodney,Raymond,150,LGBT
Donna,Woods,63,F
Mathilde,Wood,11,M
Christopher,Anker,46,LGBT
Hazel,Radford,8,LGBT
Donna,Hough,49,LGBT
Elisabeth,Tack,27,F
Gwendolyn,Rogers,200,M
Dallas,Rice,15,LGBT
James,Faulkner,60,M
Fernando,Jones,34,M
Maureen,Linton,19,M
Tracie,Erich,43,M
Orlando,Cobbley,65,F
Frederick,Washer,40,LGBT
Robert,Willis,37,F
Debra,Duffin,22,F
Timothy,Lavadera,39,M
Melissa,Boll,44,M
Richard,Brown,82,Not Defined
Barry,Lamere,48,LGBT
Nancy,Feliciano,48,LGBT
Frank,Pierro,29,F
Benjamin,Murdock,50,M
Alice,Mann,41,F
Whitney,Meler,36,LGBT
Jessica,Van,30,F
Sophia,Fisher,37,F
Kevin,Kelly,18,M
Sabrina,Swartz,68,M
Sharon,Hughes,32,M
Dennis,Gloss,45,LGBT
Edward,Wonders,63,LGBT
Janice,Gulley,48,LGBT
William,Aube,55,F
Marilyn,Mellinger,34,M
Mary,Herr,16,M
Susan,Blair,56,M
Helen,Schroeder,57,LGBT
Rebecca,Nelson,106,M
Tony,Luppino,1,LGBT
Mae,Howard,18,LGBT
Anne,Schille,58,LGBT
Christine,Howard,27,LGBT
Flora,Erway,169,LGBT
Dreama,Ramirez,178,Not Defined
Catherine,Adams,49,F
David,Sweet,24,M
Tanesha,Williams,20,F
Jason,Parmer,5,F
Stacey,Boyles,63,M
Brett,Leabow,148,M
John,Jackson,26,M
George,White,51,Not Defined
Barbara,Horning,39,M
Bernadette,Mcghee,34,M
Michael,Hutchins,67,F
Kevin,Martinez,198,F
Sybil,Melvin,20,LGBT
Melissa,Hamblin,187,M
Gwendolyn,Buchanan,172,F
Margaret,Chehebar,57,M
Frieda,Thurgood,18,LGBT
Guillermina,Applewhite,62,M
Martha,Ketchum,40,LGBT
Holly,Nordstrom,46,M
Eloisa,Sullivan,61,F
Anna,Moody,69,M
Mel,Eder,55,Not Defined
Nathan,Romanik,49,F
Pedro,Ray,135,M
Cristi,Howells,52,LGBT
Brandy,Furey,43,F
Gregory,Neal,23,LGBT
Carlos,Chavarria,36,M
Parker,Wray,47,LGBT
Joel,Augustus,141,M
Jessica,White,15,M
Carl,Mashburn,182,LGBT
Ed,Bush,36,M
Hazel,Solanki,73,M
Tanya,Vetter,33,LGBT
Ernest,Weekley,15,F
Theresa,Skelton,18,F
John,Hines,57,M
Annie,Clemmons,43,F
Tony,Lemieux,60,LGBT
Nicholas,Crowe,16,LGBT
Patricia,Tharp,185,F
Haydee,Hayman,67,M
Leah,Avery,25,LGBT
Dewayne,Lester,41,LGBT
Sylvia,Sheppard,36,F
Helen,Silvio,47,F
Juan,Moncada,157,LGBT
Crystal,Lopez,43,LGBT
Melba,Molina,65,LGBT
Michelle,Despain,43,F
Tammy,Struck,27,M
Anne,Johnson,21,LGBT
William,Aker,86,Not Defined
Deborah,Guy,6,LGBT
Robert,Schrecongost,67,M
Kathy,Lampe,29,M
Norman,Myers,62,LGBT
Mary,Swinney,51,Not Defined
Shelby,Ranger,62,Not Defined
Jo,Carney,56,F
Alicia,Walsh,51,F
Jeannie,Qualls,133,M
Tracy,Jerry,69,M
Willie,Lambert,57,M
Tommy,Glidden,45,F
Michael,Martin,43,LGBT
Rosette,Merchant,59,F
Minerva,Shepherd,17,M
Karon,Sarkisian,23,M
Kimberly,Andrus,48,M
Bertha,Gott,190,Not Defined
Joan,Babin,34,F
Clarence,Baxter,62,M
Maria,Wenning,73,M
Gloria,Moore,33,F
Walter,Bond,36,Not Defined
Robert,Martini,136,M
Charles,Wilson,29,M
Sandra,Newman,1,M
Jonathan,Gatto,41,M
Peggy,Frazier,58,M
Allison,Winski,19,LGBT
Javier,Holt,49,M
Thomas,Overholt,38,LGBT
Marsha,Bekins,3,Not Defined
Gene,Irving,57,F
Tiffany,Rojas,61,F
Joyce,Woods,38,F
Cheryl,Cyree,39,M
Kyle,Stevenson,35,Not Defined
Bertha,Wood,59,LGBT
Michael,Schaffner,51,LGBT
Justin,Collier,33,F
Dorene,Hall,48,F
Diedra,Belmonte,63,LGBT
Mary,Burton,184,LGBT
Paul,Pena,43,LGBT
Pam,Spracklen,35,M
Ricardo,Flanders,59,Not Defined
William,Kranz,148,LGBT
Robert,Edwards,43,M
Carol,Forney,31,M
Walter,Roach,96,F
Jeffrey,Rhoades,53,M
John,Kinkelaar,69,LGBT
Denver,Barnes,39,LGBT
Mark,Elliott,31,F
Diane,Hughes,18,LGBT
Rafael,Armenta,39,LGBT
Gloria,Shaw,70,F
Joseph,Peachey,23,M
Joshua,Williams,6,LGBT
Charles,Engel,63,LGBT
Victoria,Bardsley,16,LGBT
Vincent,Haynes,31,M
Goldie,Mccloskey,84,F
Calvin,Anderson,17,M
Dolores,Hundley,54,LGBT
William,Ohno,68,LGBT
Gladys,Walker,29,F
James,Bailey,31,Not Defined
Gordon,Keenan,55,Not Defined
Jennifer,Reynolds,38,LGBT
Stanley,Autrey,52,M
Gary,Neumeyer,127,F
Janice,Clayton,29,F
Miguel,Snell,62,LGBT
Richard,Jodoin,35,M
Roy,Span,57,LGBT
Lillie,Holmes,51,F
Peter,Graham,7,F
Pamela,Crosten,42,Not Defined
Mary,Garcia,38,M
John,Ballard,40,LGBT
Anne,Ellis,9,F
Eddie,Brennan,27,F
Hazel,Rust,1,LGBT
Victoria,Charlton,53,M
Michel,Scott,28,LGBT
Kassie,Dellosso,27,LGBT
Roger,Brown,20,F
Richard,Blank,18,Not Defined
Rodney,Barton,20,F
Karen,Roper,65,M
Ronald,Brown,3,Not Defined
Lillian,Crim,11,LGBT
Ruth,Burke,58,F
William,Swenson,30,F
David,Ernest,21,M
Jennifer,Doran,24,M
Mabel,Moore,39,M
Sydney,Saldana,64,LGBT
Sergio,Grisham,22,LGBT
Harvey,Sheppard,38,LGBT
Kathleen,May,56,M
David,Dillahunt,1,Not Defined
Denise,Midgley,156,F
Sharon,Taylor,59,M
Zachary,Phernetton,26,M
Morris,Hernandez,86,LGBT
Robert,Luce,56,F
Holly,Silva,30,Not Defined
Floyd,Brown,38,LGBT
Bonnie,Duarte,68,F
Teresa,Lemons,69,F
Dante,Farr,59,M
Marguerita,Steele,39,Not Defined
Rhonda,Kennedy,42,F
Virgie,Mingle,14,M
John,Saddler,54,LGBT
Marcelle,Lowin,18,Not Defined
Benjamin,Greenwood,63,F
Jane,Orosco,50,M
Daniel,Lorino,12,F
Ruth,Clarke,61,LGBT
Brenda,Lyles,43,LGBT
Ray,Moyer,42,LGBT
Timothy,Polk,6,M
Eldridge,Crystal,28,Not Defined
Joseph,Henderson,51,M
Sandra,Salazar,28,LGBT
Michelle,Fromm,176,M
Jean,Craven,127,LGBT
Margaret,Garland,155,LGBT
Richelle,Suarez,27,M
Timothy,Pedlow,63,LGBT
Michael,Harbin,47,M
Sherman,Bettis,129,M
Roman,Martinez,63,F
Kelly,Stuart,55,M
Jane,Thompson,40,LGBT
Roy,Mccauley,34,LGBT
Tracy,Jackson,53,M
Ronald,Sinclair,56,F
Eric,Sjogren,48,M
Barbara,Smykowski,8,M
Whitney,Andren,24,LGBT
Jack,Hicks,36,M
Thelma,Nichols,20,F
Michael,Spence,56,Not Defined
Yvonne,Essary,31,LGBT
Virginia,Miranda,24,F
Caroline,Mcdaniel,8,M
Leo,Queen,63,F
Wendy,Lee,7,F
Jerry,Smith,105,Not Defined
Ralph,Blay,19,F
Blanche,Carter,70,F
Raymond,Santini,60,LGBT
Christina,Summers,55,M
Deanne,Goble,59,LGBT
Robert,Monroy,37,M
Daniel,Gonzalez,65,F
Clarence,Stallings,53,Not Defined
Betty,Shull,24,M
Glenn,Haile,36,Not Defined
Mary,Gordon,42,F
Brandon,Lara,46,F
John,Ramirez,65,M
Kayla,Hill,11,Not Defined
Audrey,Tramble,61,M
Sue,Mclain,37,F
Carolyn,Calliste,34,Not Defined
Denise,Miller,39,M
John,Reed,29,M
Barbara,Reed,57,LGBT
Jill,Carver,70,F
Jeffrey,Cox,61,F
Martha,Phaneuf,23,LGBT
Charles,Sandoval,33,LGBT
Maynard,Donnell,1,M
James,Simoneavd,41,F
Shannon,Burnham,53,M
James,Carter,26,F
Christopher,Ell,66,M
Beverly,George,6,F
Mark,Pettengill,62,M
Christopher,Anguiano,197,F
Jean,Firth,63,F
Marcy,Dorow,28,LGBT
Ana,Gladstone,30,M
Jimmy,Pollock,58,LGBT
Gary,Giordano,44,LGBT
Kasey,Lucero,19,LGBT
Lloyd,Vidal,30,Not Defined
James,Deal,31,M
Jorge,Padilla,67,LGBT
Julia,Scheer,107,LGBT
Maria,Bennett,30,LGBT
Susan,Turk,28,LGBT
Darlene,Lundy,69,F
Daniel,Grant,45,F
Sarah,Sherlock,26,F
William,Brooks,15,M
Ronald,Bock,21,M
Carl,Sellers,142,LGBT
Scott,Bullard,59,F
Pamela,Webster,56,LGBT
Evelyn,Rogers,56,F
Irene,Bennett,5,M
John,Longley,45,LGBT
Mary,Williams,21,F
Mark,Mcgraw,3,Not Defined
George,Bauer,18,LGBT
Justin,Guidi,111,F
Harry,Beard,27,LGBT
James,Rochin,41,Not Defined
Isabelle,Zhong,138,LGBT
Agnes,Clark,53,F
Willie,Parker,186,F
Diana,Williams,35,M
Stephen,Xayasith,70,Not Defined
Martin,Wilder,66,M
Norris,Coble,28,LGBT
Michelle,Burns,33,F
Michael,Graham,42,M
Robert,Gates,20,LGBT
Lillian,Quinton,53,LGBT
Georgiana,Casas,46,M
Sean,Atkins,11,F
Edna,Clemmer,61,F
Sherry,Matta,46,M
Patricia,Dubois,47,F
Ruth,Moore,36,F
Michael,Neuhaus,58,M
Bernice,Carman,35,M
Crystal,Goins,2,LGBT
Donnie,Ruacho,29,F
Daryl,King,65,F
Betty,Anderson,38,Not Defined
Michael,Lopez,46,F
Carlee,Ainsworth,32,LGBT
Carol,Hicks,53,Not Defined
Bryce,Gorton,62,F
Jose,Anderson,197,M
Scott,Correla,30,M
Jennifer,Lewis,55,M
Roland,Johnston,22,LGBT
Mary,Mckinley,35,Not Defined
Robyn,Collins,48,Not Defined
George,Vant,9,M
Glenn,Donahue,31,LGBT
Jerry,Haynes,37,F
Terry,Kahan,33,M
Jacqueline,Saunders,21,M
Dann,Schlicht,20,F
Ruby,Casavant,46,M
Joseph,Medina,30,Not Defined
Joann,Melgar,43,M
Robert,Hopper,16,LGBT
Rita,Verstraete,53,LGBT
Jaime,Rutledge,70,LGBT
Andrew,Smith,66,F
Kimberly,Littlefield,33,LGBT
Olga,Call,1,LGBT
Lorena,Stubbendeck,42,F
Kenneth,Beausoleil,31,F
Latisha,Krueger,193,Not Defined
Dorothy,Wiedemann,41,F
Ralph,Oberle,56,F
Tammy,Pruett,36,M
Virgil,Morris,57,LGBT
Garrett,Grimes,20,F
Gail,Canter,38,M
Darlene,Freeman,65,Not Defined
Janet,Silva,59,M
Bradley,Moyers,40,M
Lynn,Soape,56,LGBT
Roberto,Davenport,154,LGBT
Robert,Ritchie,47,LGBT
Tanya,Chamberlain,13,Not Defined
Paul,Slonaker,41,Not Defined
John,Jones,28,F
Ralph,Luke,65,F
Mervin,Mcgwin,45,M
Lori,Ridgeway,24,Not Defined
Joan,Krafft,24,LGBT
Connie,Blank,38,M
Elizabeth,Stevens,27,F
Lucas,Cochran,65,F
Paula,Re,48,M
Nancy,Weir,13,LGBT
Barbara,Munoz,41,F
Joe,Stancil,57,M
Myron,Spencer,2,M
Margaret,Duval,58,LGBT
Eugene,Reuter,45,M
